event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SLV939,2020-03-02,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Students (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","La Libertad","Santa Tecla",,"Santa Tecla",13.6769,-89.2797,1,"La Prensa Grafica",National,"On 2 March 2020, in Santa Tecla (La Libertad), students from the Solider Oscar Ortiz Reyes Education complex blocked the Pan-American road near the Cavalry Regiment of the Armed Forces of El Salvador to demand a runway between Santa Ana and Santa Tecla, which would enhance the safety of students and community members crossing the road.",0,"crowd size=no report",1709590398,21000,63073,77381,21000
SLV940,2020-03-02,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","La Libertad","Santa Tecla",,"Santa Tecla",13.6769,-89.2797,1,"Diario 1",National,"On 2 March 2020, in Santa Tecla (La Libertad), union members blocked the Santa Tecla Integrated Judicial Center of Justice to protest against reportedly unjustified suspension of workers, which they claim would constitute work and sexual harassment.",0,"crowd size=no report",1709590398,21000,63073,77381,21000
SLV942,2020-03-04,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"La Prensa Grafica",National,"On 4 March 2020, in Soyapango (Soyapango), community members of Sierra Morena and Brisas Poniente blocked the road towards the Sierra Morena to protest against the lack of water in the region. This is their second protest that week.",0,"crowd size=no report",1583792127,12529,10365,10365,12529
SLV2612,2020-03-04,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"Diario 1",National,"On 4 March 2020, in Soyapango, San Salvador, inhabitants of Brisas Poniente Colonia staged a protest to demand water reconnection in the area. According to the report, the protesters argued that the water service was cut for almost six months.",0,"crowd size=no report",1621892118,12529,10365,10365,12529
SLV944,2020-03-06,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 6 March 2020, in San Salvador (San Salvador), protesters gathered in front of the Venezuelan Embassy to honour Hugo Chavez on his seventh death anniversary.",0,"crowd size=no report",1583792127,11010,13671,16317,11010
SLV943,2020-03-06,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 6 March 2020, in San Salvador (San Salvador), protesters from communities affected by the Ciudad Valle El Angel project gathered in front of the Environmental and Natural Resources Ministry to protest against the project and to demand the Ministry not to issue a license to the company.",0,"crowd size=no report",1583792127,11010,13671,16317,11010
SLV3130,2020-03-06,2020,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Los Chiltiupanes Gang",,3,"Civilians (El Salvador)","Government of El Salvador (2019-)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Jicalapa,,Jicalapa,13.5524,-89.5064,2,"El Mundo (El Salvador); El Salvador.com",National,"On 6 March 2020, in a rural area of Jicalapa, La Libertad, several members of Los Chiltiupanes gang, using rifles, intercepted a counselor for the mayor's office as he was returning from a race and abducted him at the height of Argentina canton. His whereabouts or motivation of the abduction are unknown.",0,"local administrators",1740447634,900,771,1691,771
SLV946,2020-03-07,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Women (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 7 March 2020, in San Salvador City (San Salvador), protesters, mostly women and members of women-focused organizations and networks marched for enhanced human rights protections to young girls, women and senior women. Location of protest unclear, assumed to be in the capital.",0,"crowd size=no report",1583792127,11010,13671,16317,11010
SLV945,2020-03-07,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Students (El Salvador); Women (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Miguel","San Miguel",,"San Miguel",13.4833,-88.1833,1,"La Prensa Grafica",National,"On 7 March 2020, in San Miguel (San Miguel), students from the neighbourhood El Zamorano Marched to protest against gender-based violence across the country to mark the International Women's Day taking place on the 8 March.",0,"crowd size=no report",1650915369,19697,67452,115323,19697
SLV2386,2020-03-07,2020,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Women (El Salvador); LGBTQ+ (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Union",Intipuca,,Intipuca,13.1969,-88.0544,2,"Agencia Presentes; HRW",Other-International,"Around 7 March 2020 (as reported), in Intipuca municipality, La Union, a trans woman was killed and her body was found in an empty lot in the La Agencia neighborhood. According to reports, the body was 90 percent burned. 1 fatality.",1,,1754411177,3838,3566,5148,5148
SLV949,2020-03-08,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Women (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Mundo (El Salvador)",National,"On 8 March 2020, in San Salvador (San Salvador), at least 3000 protesters, mostly women and members of women-centered organizations and networks gathered in front of the mall at at he 25 avenida norte of San Salvador to march towards the Gerardo Barrios square. They demanded the halt, investigation and punishment of gender-based violence. Also, members and supporters of the World March of Women gathered in front of the Christ of Peace to celebrate the 20 years of the organization, as well as to raise awareness of the inequalities affecting especially girls and women living with disability in El Salvador.",0,"crowd size=at least 3000",1584380267,11010,13671,16317,11010
SLV948,2020-03-08,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","LGBTQ+ (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Union",Intipuca,,Intipuca,13.1969,-88.0544,1,"La Prensa Grafica",National,"As reported on 08 March 2020 in Santa Tecla (La Libertad), a man killed and burned another. The victim had gone mission on 7 March 2020 and the body was reportedly found on 08 March 2020. Early reports indicate the killing is a hate crime based on the victim's sexual orientation, as the victim was a homosexual man.",1,,1754411177,3838,3566,5148,5148
SLV951,2020-03-09,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Colon,,Lourdes,13.7227,-89.3660,1,"La Prensa Grafica",National,"On 9 March 2020, in Lourdes, Colon, two men attacked a man in his shop, where he sold horne's. The police is still investigating whether the attack was related to extortions.",1,,1754411177,24571,56723,75967,75967
SLV952,2020-03-09,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 9 March 2020, in San Salvador (San Salvador), two men attacked a man in a barber shop in colonia Buenos Aires. The vicim died.",1,,1754411177,11010,13671,16317,16317
SLV950,2020-03-09,2020,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Salvador",Ilopango,,Ilopango,13.7017,-89.1094,1,"El Mundo (El Salvador)",National,"On 9 March 2020 in Ilopango (San Salvador), police officers tried to halt a car, triggering an armed clash which left one suspected gang member and one police officer injured.",0,,1753971909,20626,42197,40514,40514
SLV4181,2020-03-09,2020,1,"Political violence","Violence against civilians",Attack,"Tainy Locos Surenos Gang",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Cabanas,Ilobasco,,"San Francisco Iraheta",13.7993,-88.8292,1,"Attorney General's Office of El Salvador",Other,"On 9 March 2020, in San Francisco Iraheta, Cabanas, five members of the Tainy Locos Surenos gang injured a man using bladed weapons a man after he refused to become a gang member. 1 injured.",0,,1709590398,470,2030,13273,2030
SLV954,2020-03-10,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,3,"Diario Co Latino; Ultima Hora",National-International,"On 10 March 2020, at an unspecified location in El Salvador, around 9 thousand residents of Linea Ferrea protested demanding the titling of their properties, as approved in 2019 and established by the 289 Decree and the 505 reform.",0,"crowd size=around 9000",1584380267,11010,13671,16317,11010
SLV955,2020-03-11,2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"As reported on 11 March 2020 in San Salvador (San Salvador), victims of the armed conflict gathered in front of the Presidential House to demand the restablishment of the Decree which allowed for regular financial compensation to the victims, which expired on September 2019 and has not been renewed since.",0,"crowd size=no report",1584380267,11010,13671,16317,11010
SLV956,2020-03-12,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad","Santa Tecla",,"Santa Tecla",13.6769,-89.2797,1,"Diario 1",National,"On 12 March 2020 in Santa Tecla (La Libertad), a man who had been, supposedly until the previous day, the security chief of the Ministry of Environment, conducted a drive-by shooting while riding on a motorcycle. The attack was against a car, without reported injuries nor deaths. He is under detention and claims the attack is the result of a transit-related dispute.",0,,1754411177,21000,63073,77381,63073
SLV958,2020-03-13,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Mundo (El Salvador)",National,"On 13 March 2020 in San Salvador (San Salvador), a person conducted a drive-by shooting riding on a motorcycle, shooting and killing a man who was selling water at the boulevard Los Heroes. Motive and perpetrators unknown.",1,,1754411177,11010,13671,16317,16317
SLV957,2020-03-13,2020,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Miguel","San Rafael Oriente",,"San Rafael Oriente",13.3833,-88.3500,1,"La Prensa Grafica",National,"As reported on 13 March 2020, in San Rafael Oriente (San Miguel), following a call that informed the police about their whereabouts, the national police sent a patrol to a house at the La Merced neighbourhood, where 5 suspected gang members were gathering. The gang members started shooting as the police approached, triggering an armed clash. One of the suspected gang members was shot and killed during the confrontation, and another one is under detention.",1,,1753971909,6647,9392,26673,26673
SLV4077,2020-03-15,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Morazan,Cacaopera,,Cacaopera,13.7667,-88.0833,1,"Attorney General's Office of El Salvador",Other,"On 15 March 2020, in Cacaopera, Morazan, two gang members on a motorcycle shot and killed a man in the San Jose neighborhood (drive-by). Police indicated it was a gang-rivalry-related incident. No more information is provided by the source. 1 fatality.",1,,1754411177,6999,9554,12026,12026
SLV4459,2020-03-15,2020,1,"Political violence","Violence against civilians",Attack,"San Luis Locos Salvatruchos Gang",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Paz","San Luis Talpa",,"San Luis Talpa",13.4739,-89.0892,1,"Diario 1; El Mundo (El Salvador); FGR (El Salvador)",Other-National,"On 15 March 2020, in San Luis Talpa, La Paz, three members of the San Luis Locos Salvatruchos Gang, a faction of MS-13, hit a man with a car while the victim was on board of a motorcycle, causing his fall from the vehicle. When the victim was on the ground, they shot and killed him. In September 2025, the perpetrators were arrested. 1 fatality.",1,,1757377137,3772,4423,13285,13285
SLV959,2020-03-17,2020,2,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador","La Libertad","Ciudad Arce",,"Ciudad Arce",13.8403,-89.4472,1,"La Prensa Grafica",National,"On 17 March 2020, in Ciudad Arce (La Libertad), the body of a member of the MS-13: Mara Salvatrucha was found at the sector of the Magallanes farm. The man had been abducted the previous day. Motive and perpetrators unknown.",1,,1753971909,9657,13656,19241,19241
SLV962,2020-03-18,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 18 March 2020, in (San Salvador), union members of the Union of Judicial Workers of El Salvador gathered in front of the Supreme Court to demand harsher measures to be taken against the coronavirus pandemic, especially to protect judicial workers, such as the provision of gloves, alcohol gel and other corresponding protective measures to mitigate transmission risks.",0,"crowd size=no report",1584982503,11010,13671,16317,11010
SLV961,2020-03-18,2020,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Miguel","San Miguel",,"San Miguel",13.4833,-88.1833,2,"La Prensa Grafica",National,"On 18 March 2020, in San Miguel municipality (San Miguel), at the San Andres canton, as police officers asked a group of persons to halt, the group started shooting and the police shot back, killing one of the members of the group.",1,,1753971909,19697,67452,115323,115323
SLV960,2020-03-18,2020,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Private Security Forces (El Salvador)","Former Military Forces of El Salvador (2019-); Christian Group (El Salvador)",8,38,,222,"Central America","El Salvador","La Union",Intipuca,,"El Esteron",13.1704,-88.0741,1,"La Prensa Grafica",National,"On 18 March 2020, in El Esteron (La Union), the body of a man with his hands and feet tied and signs of torture was found. He had been abducted a day earlier by 10 unidentified men in the hotel where he worked as a security guard. The victim was also a Christian pastor at a local church and a former member of the Military Forces of El Salvador. There is no information on whether the killing might be motivated either by his religious role or by his former involvement with the military.",1,,1753971909,837,1289,2876,2876
SLV2854,2020-03-19,2020,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Salvador",Ilopango,,Ilopango,13.7017,-89.1094,2,"Attorney General's Office of El Salvador",Other,"On 19 March 2020, in Ilopango municipality, Ilopango, there was an armed clash between two members of the MS-13 and a police officer. According to the report, the police officer was driving his car towards Ilopango lake when the attackers asked him to stop and asked for his documents. When they realized the man was a police officer, they opened fire on him. The police officer repealed the attack. No fatalities or injuries occurred.",0,,1753971909,20626,42197,40514,40514
SLV963,2020-03-19,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador); SITTOJ: Union for Workers of the Judicial Branch",6,,,0,60,,222,"Central America","El Salvador","La Libertad","Santa Tecla",,"Santa Tecla",13.6769,-89.2797,1,"El Salvador.com",National,"On 19 March 2020, in Santa Tecla (La Libertad), union members of the SITTOJ, the Union of the Workers of the Judicial Institute of El Salvador, gathered in front of Santa Tecla's courthouse and blcoked its entrance to demand that court hearings and other activities be suspended at the light of the coronavirus pandemic.",0,"crowd size=no report",1709590398,21000,63073,77381,21000
SLV965,2020-03-22,2020,1,"Strategic developments","Strategic developments","Change to group/activity","Government of El Salvador (2019-)",,1,,,0,10,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,3,"La Prensa Grafica",National,"On 22 March 2020, on a national broadcast, President Bukele established a 30-day quarantine, effective the same day, to stop the spread of the coronavirus pandemic across the country. Essential public and private services are generally exempted from the quarantine.",0,,1586300977,11010,13671,16317,
SLV964,2020-03-25,2020,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Cuscatlan,"San Pedro Perulapan",,"El Limon",13.7671,-88.9875,1,"La Prensa Grafica",National,"On 25 March 2020, in El Limon (Cuscatlan) an armed clash took place between the STO, the Operative Tactical Section of the National Police and a leader within the local criminal group operating in El Limon. As the police was patrolling the area, they halted the man, who started shooting. Police shot back, killing him.",1,,1753971909,781,1122,1080,1080
SLV967,2020-03-30,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 30 March 2020, in San Salvador (San Salvador), less than a hundred persons gathered in front of the Ministry of Economiy following vague instructions issued by President Bukele regarding how to access an emergency funding for the population to alleviate the economic impact of the coronavirus pandemic. They demanded clarification on whether they would be included as beneficiaries to this funding.",0,"crowd size=less than 100",1586202168,11010,13671,16317,11010
SLV966,2020-03-30,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (El Salvador)",,6,"Police Forces of El Salvador (2019-)",,1,16,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 30 March 2020, in San Salvador (San Salvador), hundreds of people protested in front of the Center for Attention for Demand (CENADE) after President Bukele tweeted to close all centers due to intense turnout. The protesters asked to receive an emergency financial relief in view of the coronavirus pandemic. The police dispersed the crowd and some persons were reported threatening to loot supermarkets, but no security incidents were reported.",0,"crowd size=hundreds",1753971909,11010,13671,16317,11010
SLV968,2020-03-30,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (El Salvador)",,6,"Police Forces of El Salvador (2019-)",,1,16,,222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"La Prensa Grafica",National,"On 30 March 2020, in Soyapango (San Salvador), people gathered at the doors of a commercial mall, following vague instructions issued by the government on how to appeal the decision of non-inclusion at an emergency funding due to the coronavirus pandemic. They protested to be received by the government office located at this mall, as to be included as beneficiaries to this funding. Police dispersed them with tear gas.",0,"crowd size=no report",1753971909,12529,10365,10365,12529
SLV969,2020-04-01,2020,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador",Sonsonate,"San Antonio del Monte",,"San Antonio del Monte",13.7164,-89.7383,1,"La Prensa Grafica",National,"On 1 April 2020, in the municipality of San Antonio del Monte (Sonsonate), a man, supposedly a member of a criminal group, was called at his home door by four unidentified armed men dressed as police officers who claimed they had an arrest order against him. He was taken to 200m away, shot and killed. The police sustains the four persons who shot and killed him were also members of the same criminal group he reportedly belonged to and the attack is connected to internal affairs of this criminal group.",1,,1753971909,29264,28099,31270,31270
SLV2272,2020-04-01,2020,2,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Salvador.com",National,"Around 1 April 2020 (as reported), in San Salvador, members of MS-13 published a video in which they beat a man for not complying with the coronavirus restrictions. 1 injured.",0,,1754411177,11010,13671,16317,13671
SLV970,2020-04-01,2020,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Cuscatlan,"Santa Cruz Analquito",,"Santa Cruz Analquito",13.6582,-88.9546,1,"La Prensa Grafica",National,"On 1 April 2020, in the municipality of Santa Cruz Analquito (Cuscatlan), at the neighbourhood Barrio Abajo, police officers were patrolling the area when they tried to halt an unidentified man. He then attacked the police officers and they shot and killed him.",1,,1753971909,907,1897,2122,2122
SLV4064,2020-04-02,2020,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Quezaltepeque,,"Canton San Juan los Planes",13.7590,-89.2755,2,"Attorney General's Office of El Salvador; El Salvador.com",Other-National,"On 2 April 2020, near Canton San Juan los Planes, La Libertad, at least four members of the Mara Salvatrucha killed and dismembered a man for no apparent reason in caserio Los Palacios. The victim was asphyxiated and beaten to death, and his corpse was dismembered and buried in a pit. No more information is provided by the source. 1 fatality.",1,,1754411177,931,1176,1022,1022
SLV3716,2020-04-02,2020,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)","Farmers (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Chalatenango,Chalatenango,,Guarjila,14.0240,-88.8830,1,"Attorney General's Office of El Salvador",Other,"On 2 April 2020, in Guarjila, Chalatenango, four members of the Mara Salvatrucha shot and killed a farmer for no apparent reason. The victim was working when the gang members turned up, rounded him, and shot him dead. No more details are provided by the source. 1 fatality.",1,,1754411177,1407,2134,23901,23901
SLV971,2020-04-03,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador); SITTOJ: Union for Workers of the Judicial Branch",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Mundo (El Salvador)",National,"On 3 April 2020, in San Salvador (San Salvador), union workers from the SITTOJ, the Union for Workers of the Judicial Branch, blocked the exit of the Institute of Forensic Medicine to prevent ambulances from leaving the institution, protesting against the demanded authopsy of the body of a person who passed away supposedly due to coronavirus infection. Protesters claimed the duly protocol establishes these cases should undergo such authopsy at the Ministry of Health.",0,"crowd size=no report",1586202168,11010,13671,16317,11010
SLV4488,2020-04-03,2020,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Vicente",Apastepeque,,"San Lazaro",13.6534,-88.6352,1,"Attorney General's Office of El Salvador",Other,"On 3 April 2020, in San Lazaro, San Vicente, four MS-13 gang members kidnapped a man, threatened him, tied his hands behind his back and beat him up. The victim's whereabouts and his state of health are unknown. One of the perpetrators was arrested and sentenced to 15 years in prison.",0,,1762829569,683,851,925,851
SLV973,2020-04-05,2020,1,"Political violence","Violence against civilians",Attack,"B-18 (R): Barrio-18 (Revolucionarios)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 5 April 2020, in San Salvador (San Salvador), two reported members of the gang Barrio-18 Revolucionarios approached a man near the Bermeja cementery and killed him. Two other men who were at the local with the victim were injured. Motive remains unknown and one of the police officers investigating the case stated the victim might have been attacked at random. The two suspected perpetrators are under custody.",1,,1586798928,11010,13671,16317,16317
SLV972,2020-04-05,2020,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Ahuachapan,Ahuachapan,,"Llano de La Laguna",13.9475,-89.8639,1,"La Prensa Grafica",National,"On 5 April 2020, in Llano de La Laguna (Ahuachapan), officers from the Tactical Operative Section of the National Police Forces were patrolling the area. As they approached a group of people, supposedly a gang, they started to run away and one of them started shooting at the police. The police forces shot back and killed one suspected gang member.",1,,1753971909,7959,26806,30138,30138
SLV974,2020-04-07,2020,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"B-18: Barrio-18",,3,33,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 7 April 2020, in San Salvador (San Salvador), two suspected gang members of the Barrio-18 shot and killed another suspected gang member at the vecinity of the La Tiendona open market. The two suspected perpetrators are under custody and motive remains unknown.",1,,1586798928,11010,13671,16317,16317
SLV3679,2020-04-07,2020,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Attorney General's Office of El Salvador",Other,"On 7 April 2020, in San Salvador, San Salvador, a member of an unidentified gang shot and killed a man in the street, on the East side on Comunidad Belen and Renovacion streets. The attacker shot the victim seven times and fled the scene. No more details are provided by the source. The motivation of the attack is unknown. 1 fatality.",1,,1754411177,11010,13671,16317,16317
SLV976,2020-04-09,2020,2,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Cuscatlan,"San Rafael Cedros",,"San Rafael Cedros",13.7333,-88.8833,1,"El Mundo (El Salvador)",National,"On 9 April 2020, in San Rafael Cedros (Cuscatlan), members of the Rural Police detected the presence of members from the MS-13: Mara Salvatrucha. As they approached them, the gang members reportedly started to shoot, triggering an armed clash. One suspected gang member was injured and another detained following the shooting.",0,,1753971909,8153,15717,15728,15728
SLV975,2020-04-09,2020,2,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Morazan,Chilanga,,Chilanga,13.7167,-88.1167,1,"La Prensa Grafica",National,"As reported on 9 April 2020, in Chilanga (Morazan), the police followed-up on a call and approached a house, the Los Sanchez Village. As they arrived, suspected members of a criminal group shot at the police forces, who shot back, triggering an armed clash. Most of the suspected members of a criminal group escaped, but one of them was captured and is currently under detention.",0,,1753971909,4961,9293,10442,10442
SLV977,2020-04-10,2020,1,"Political violence","Violence against civilians",Attack,"Police Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)",,7,17,"Civilian targeting",222,"Central America","El Salvador",Sonsonate,Acajutla,,"San Julian",13.6136,-89.7925,1,"Diario 1",National,"On 10 April 2020, in San Julian (Sonsonate), a man was stopped at a checkpoint by a police officer for not wearing a protective mask against coronavirus. Allegedly, the police officer demanded a bribe to release him and, when he denied it, the officer shot and injured him. A judicial prosecution is taking place against the officer. The police denies this version and claims the shooting was an accident.",0,,1754411177,121,4133,10014,4133
SLV978,2020-04-11,2020,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","San Miguel","San Miguel",,"San Miguel",13.4833,-88.1833,1,"La Prensa Grafica",National,"On 11 April 2020, in San Miguel (San Miguel), a couple was shot and killed by a group of two to three armed men according to police reports. Both the shooters and the victims are reportedly members of gangs, which might have motivated the killings. 2 fatalities.",2,,1753971909,19697,67452,115323,115323
SLV979,2020-04-14,2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Vicente","San Vicente",,"San Vicente",13.6409,-88.7834,1,"Diario Co Latino",National,"As reported on 14 April 2020, in San Vicente (San Vicente), community members of the Guajoyo community protested demanding the release of six members of the community, who were detained on 12 April 2020 reportedly under no legal grounds.",0,"crowd size=no report",1715042110,3539,28627,49306,3539
SLV980,2020-04-15,2020,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,1,"La Prensa Grafica",National,"On 15 April 2020, in Apopa (San Salvador), armed men reportedly from B-18 clashed with the Operative Tactical Section of the police. One gang member was killed during the clash.",1,,1636152070,2644,2644,2644,2644
